Commodity_Description,Year,Attribute_Description,Country_Code,Country_Name,Value,Unit_Description
"Coffee, Green",2021,Imports,GH,Ghana,2257680000,(MT)
"Coffee, Green",2021,Imports,GT,Guatemala,451560000,(MT)
"Coffee, Green",2021,Imports,GU,Guinea,105060000,(MT)
"Coffee, Green",2021,Imports,GY,Guyana,722580000,(MT)
"Coffee, Green",2021,Imports,HA,Haiti,265200000,(MT)
"Coffee, Green",2021,Imports,HO,Honduras,14640000,(MT)
"Coffee, Green",2021,Imports,HR,Croatia,58500000,(MT)
"Coffee, Green",2021,Imports,ID,Indonesia,147300000,(MT)
"Coffee, Green",2021,Imports,IN,India,35340000,(MT)
"Coffee, Green",2021,Imports,IR,Iran,220020000,(MT)
"Coffee, Green",2021,Imports,IV,Cote d'Ivoire,260160000,(MT)
"Coffee, Green",2021,Imports,JA,Japan,24120000,(MT)
"Coffee, Green",2021,Imports,JM,Jamaica,644580000,(MT)
"Coffee, Green",2021,Imports,JO,Jordan,58500000,(MT)
"Coffee, Green",2021,Imports,KE,Kenya,155040000,(MT)
"Coffee, Green",2021,Imports,KS,"Korea, South",126300000,(MT)
"Coffee, Green",2021,Imports,KZ,Kazakhstan,6600000,(MT)
"Coffee, Green",2021,Imports,LA,Laos,121500000,(MT)
"Coffee, Green",2021,Imports,LI,Liberia,420000,(MT)
"Coffee, Green",2021,Imports,MA,Madagascar,180000,(MT)
"Coffee, Green",2021,Imports,MI,Malawi,250380000,(MT)
"Coffee, Green",2021,Imports,MO,Morocco,75600000,(MT)
"Coffee, Green",2021,Imports,MX,Mexico,114000000,(MT)
"Coffee, Green",2021,Imports,MY,Malaysia,450600000,(MT)
"Coffee, Green",2021,Imports,NC,New Caledonia,26100000,(MT)
"Coffee, Green",2021,Imports,NI,Nigeria,302220000,(MT)
"Coffee, Green",2021,Imports,NO,Norway,449040000,(MT)
"Coffee, Green",2021,Imports,NU,Nicaragua,28800000,(MT)
"Coffee, Green",2021,Imports,NZ,New Zealand,88500000,(MT)
"Coffee, Green",2021,Imports,PA,Paraguay,83880000,(MT)
"Coffee, Green",2021,Imports,PE,Peru,200280000,(MT)
"Coffee, Green",2021,Imports,PN,Panama,3000,(MT)
"Coffee, Green",2021,Imports,PP,Papua New Guinea,107940000,(MT)
"Coffee, Green",2021,Imports,RB,Serbia,408000000,(MT)
"Coffee, Green",2021,Imports,RH,Zimbabwe,85920000,(MT)
"Coffee, Green",2021,Imports,RP,Philippines,14408100000,(MT)
"Coffee, Green",2021,Imports,RS,Russia,49140000,(MT)
"Coffee, Green",2021,Imports,RW,Rwanda,165960000,(MT)
"Coffee, Green",2021,Imports,SA,Saudi Arabia,308580000,(MT)
"Coffee, Green",2021,Imports,SF,South Africa,64980000,(MT)
"Coffee, Green",2021,Imports,SL,Sierra Leone,244320000,(MT)
"Coffee, Green",2021,Imports,SN,Singapore,304020000,(MT)
"Coffee, Green",2021,Imports,SZ,Switzerland,17760000,(MT)
"Coffee, Green",2021,Imports,TD,Trinidad and Tobago,115680000,(MT)
"Coffee, Green",2021,Imports,TH,Thailand,3300000,(MT)
"Coffee, Green",2021,Imports,TO,Togo,2459460000,(MT)
"Coffee, Green",2021,Imports,TU,Turkey,557520000,(MT)
"Coffee, Green",2021,Imports,TW,Taiwan,289080000,(MT)
"Coffee, Green",2021,Imports,TZ,Tanzania,83940000,(MT)
"Coffee, Green",2021,Imports,UG,Uganda,16800000,(MT)
"Coffee, Green",2021,Imports,UK,United Kingdom,240000,(MT)
"Coffee, Green",2021,Imports,UP,Ukraine,58500000,(MT)
"Coffee, Green",2021,Imports,US,United States,47880000,(MT)
"Coffee, Green",2021,Imports,VE,Venezuela,82620000,(MT)
"Coffee, Green",2021,Imports,VM,Vietnam,47100000,(MT)
"Coffee, Green",2021,Imports,YM,Yemen,81300000,(MT)
"Coffee, Green",2021,Imports,ZA,Zambia,37680000,(MT)
"Coffee, Green",2021,Production,AG,Algeria,125580000,(MT)
"Coffee, Green",2021,Production,AO,Angola,3863700000,(MT)
"Coffee, Green",2021,Production,AR,Argentina,37140000,(MT)
"Coffee, Green",2021,Production,AS,Australia,66600000,(MT)
"Coffee, Green",2021,Production,BL,Bolivia,420000000,(MT)
"Coffee, Green",2021,Production,BR,Brazil,436980000,(MT)
"Coffee, Green",2021,Production,BY,Burundi,803820000,(MT)
"Coffee, Green",2021,Production,CA,Canada,360000000,(MT)
"Coffee, Green",2021,Production,CE,Sri Lanka,77700000,(MT)
"Coffee, Green",2021,Production,CF,Congo (Brazzaville),51000000,(MT)
"Coffee, Green",2021,Production,CG,Congo (Kinshasa),8100000,(MT)
"Coffee, Green",2021,Production,CH,China,222000000,(MT)
"Coffee, Green",2021,Production,CI,Chile,640800000,(MT)
"Coffee, Green",2021,Production,CM,Cameroon,463620000,(MT)
"Coffee, Green",2021,Production,CO,Colombia,158760000,(MT)
"Coffee, Green",2021,Production,CS,Costa Rica,38100000,(MT)
"Coffee, Green",2021,Production,CT,Central African Republic,72000000,(MT)
"Coffee, Green",2021,Production,CU,Cuba,902520000,(MT)
"Coffee, Green",2021,Production,DM,Benin,21480000,(MT)
"Coffee, Green",2021,Production,DR,Dominican Republic,155760000,(MT)
"Coffee, Green",2021,Production,E4,European Union,171000000,(MT)
"Coffee, Green",2021,Production,EC,Ecuador,12060000,(MT)
"Coffee, Green",2021,Production,EG,Egypt,4800000,(MT)
"Coffee, Green",2021,Production,EK,Equatorial Guinea,600000,(MT)
"Coffee, Green",2021,Production,ES,El Salvador,40800000,(MT)
"Coffee, Green",2021,Production,ET,Ethiopia,15840000,(MT)
"Coffee, Green",2021,Production,GB,Gabon,891000000,(MT)
"Coffee, Green",2021,Production,GH,Ghana,660000000,(MT)
"Coffee, Green",2021,Production,GT,Guatemala,451020000,(MT)
"Coffee, Green",2021,Production,GU,Guinea,1692000000,(MT)
"Coffee, Green",2021,Production,GY,Guyana,13740000,(MT)
"Coffee, Green",2021,Production,HA,Haiti,722580000,(MT)
"Coffee, Green",2021,Production,HO,Honduras,987780000,(MT)
"Coffee, Green",2021,Production,HR,Croatia,15720000,(MT)
"Coffee, Green",2021,Production,ID,Indonesia,129000000,(MT)
"Coffee, Green",2021,Production,IN,India,12000000,(MT)
"Coffee, Green",2021,Production,IR,Iran,220020000,(MT)
"Coffee, Green",2021,Production,IV,Cote d'Ivoire,526560000,(MT)
"Coffee, Green",2021,Production,JA,Japan,14760000,(MT)
"Coffee, Green",2021,Production,JM,Jamaica,644580000,(MT)
"Coffee, Green",2021,Production,JO,Jordan,102000000,(MT)
"Coffee, Green",2021,Production,KE,Kenya,143040000,(MT)
"Coffee, Green",2021,Production,KS,"Korea, South",2340000,(MT)
"Coffee, Green",2021,Production,KZ,Kazakhstan,145500000,(MT)
"Coffee, Green",2021,Production,LA,Laos,229980000,(MT)
"Coffee, Green",2021,Production,LI,Liberia,269580000,(MT)
"Coffee, Green",2021,Production,MA,Madagascar,393000,(MT)
"Coffee, Green",2021,Production,MI,Malawi,1740000,(MT)
"Coffee, Green",2021,Production,MO,Morocco,75600000,(MT)
"Coffee, Green",2021,Production,MX,Mexico,265860000,(MT)
"Coffee, Green",2021,Production,MY,Malaysia,1525740000,(MT)
"Coffee, Green",2021,Production,NC,New Caledonia,10320000,(MT)
"Coffee, Green",2021,Production,NI,Nigeria,204000000,(MT)
"Coffee, Green",2021,Production,NO,Norway,98400000,(MT)
"Coffee, Green",2021,Production,NU,Nicaragua,175860000,(MT)
"Coffee, Green",2021,Production,NZ,New Zealand,174300000,(MT)
"Coffee, Green",2021,Production,PA,Paraguay,8940000,(MT)
"Coffee, Green",2021,Production,PE,Peru,1514340000,(MT)
"Coffee, Green",2021,Production,PN,Panama,303000000,(MT)
"Coffee, Green",2021,Production,PP,Papua New Guinea,76680000,(MT)
"Coffee, Green",2021,Production,RB,Serbia,517260000,(MT)
"Coffee, Green",2021,Production,RH,Zimbabwe,145560000,(MT)
"Coffee, Green",2021,Production,RP,Philippines,14408100000,(MT)
"Coffee, Green",2021,Production,RS,Russia,53940000,(MT)
"Coffee, Green",2021,Production,RW,Rwanda,124920000,(MT)
"Coffee, Green",2021,Production,SA,Saudi Arabia,308580000,(MT)
"Coffee, Green",2021,Production,SF,South Africa,76140000,(MT)
"Coffee, Green",2021,Production,SL,Sierra Leone,111000000,(MT)
"Coffee, Green",2021,Production,SN,Singapore,31440000,(MT)
"Coffee, Green",2021,Production,SZ,Switzerland,4500000,(MT)
"Coffee, Green",2021,Production,TD,Trinidad and Tobago,18720000,(MT)
"Coffee, Green",2021,Production,TH,Thailand,2040000,(MT)
"Coffee, Green",2021,Production,TO,Togo,1791720000,(MT)
"Coffee, Green",2021,Production,TU,Turkey,44220000,(MT)
"Coffee, Green",2021,Production,TW,Taiwan,310440000,(MT)
"Coffee, Green",2021,Production,TZ,Tanzania,162420,(MT)
"Coffee, Green",2021,Production,UG,Uganda,177240000,(MT)
"Coffee, Green",2021,Production,UK,United Kingdom,174000000,(MT)
"Coffee, Green",2021,Production,UP,Ukraine,42900000,(MT)
"Coffee, Green",2021,Production,US,United States,559920000,(MT)
"Coffee, Green",2021,Production,VE,Venezuela,82620000,(MT)
"Coffee, Green",2021,Production,VM,Vietnam,50700000,(MT)
"Coffee, Green",2021,Production,YM,Yemen,16080000,(MT)
"Coffee, Green",2021,Production,ZA,Zambia,37680000,(MT)
Corn,1998,Domestic Consumption,AF,Afghanistan,1503000,(MT)
Corn,1998,Domestic Consumption,AG,Algeria,1147000,(MT)
Corn,1998,Domestic Consumption,AJ,Azerbaijan,25000,(MT)
Corn,1998,Domestic Consumption,AJ,"Azerbaijan, Republic of",628000,(MT)
Corn,1998,Domestic Consumption,AL,Albania,248000,(MT)
Corn,1998,Domestic Consumption,AO,Angola,54000,(MT)
Corn,1998,Domestic Consumption,AR,Argentina,153000,(MT)
Corn,1998,Domestic Consumption,AS,Australia,268000,(MT)
Corn,1998,Domestic Consumption,BC,Botswana,1006000,(MT)
Corn,1998,Domestic Consumption,BK,Bosnia and Herzegovina,720000,(MT)
Corn,1998,Domestic Consumption,BL,Bolivia,169000,(MT)
Corn,1998,Domestic Consumption,BM,Burma,17507000,(MT)
Corn,1998,Domestic Consumption,BM,"Burma, Union of",1240000,(MT)
Corn,1998,Domestic Consumption,BR,Brazil,174000,(MT)
Corn,1998,Domestic Consumption,BU,Bulgaria,216000,(MT)
Corn,1998,Domestic Consumption,BY,Burundi,12900000,(MT)
Corn,1998,Domestic Consumption,CA,Canada,249000,(MT)
Corn,1998,Domestic Consumption,CB,Cambodia,1527000,(MT)
Corn,1998,Domestic Consumption,CD,Chad,215000,(MT)
Corn,1998,Domestic Consumption,CF,Congo (Brazzaville),194000,(MT)
Corn,1998,Domestic Consumption,CG,Congo (Kinshasa),467000,(MT)
Corn,1998,Domestic Consumption,CG,"Congo, Democratic Rep of the",26000,(MT)
Corn,1998,Domestic Consumption,CH,China,4000,(MT)
Corn,1998,Domestic Consumption,CH,"China, Peoples Republic of",458000,(MT)
Corn,1998,Domestic Consumption,CI,Chile,370000,(MT)
Corn,1998,Domestic Consumption,CM,Cameroon,7727000,(MT)
Corn,1998,Domestic Consumption,CO,Colombia,194000,(MT)
Corn,1998,Domestic Consumption,CS,Costa Rica,614000,(MT)
Corn,1998,Domestic Consumption,CT,Central African Republic,89000,(MT)
Corn,1998,Domestic Consumption,CU,Cuba,5545000,(MT)
Corn,1998,Domestic Consumption,CV,Cabo Verde,30000000,(MT)
Corn,1998,Domestic Consumption,CV,Cape Verde,1025000,(MT)
Corn,1998,Domestic Consumption,DM,Benin,1970000,(MT)
Corn,1998,Domestic Consumption,DR,Dominican Republic,606000,(MT)
Corn,1998,Domestic Consumption,E2,EU-15,221000,(MT)
Corn,1998,Domestic Consumption,EG,Egypt,56000,(MT)
Corn,1998,Domestic Consumption,ER,Eritrea,54000,(MT)
Corn,1998,Domestic Consumption,ES,El Salvador,29000,(MT)
Corn,1998,Domestic Consumption,ET,Ethiopia,69000,(MT)
Corn,1998,Domestic Consumption,EZ,Czech Republic,7195000,(MT)
Corn,1998,Domestic Consumption,GG,Georgia,542000,(MT)
Corn,1998,Domestic Consumption,GG,"Georgia, Republic of",14850000,(MT)
Corn,1998,Domestic Consumption,GH,Ghana,37628000,(MT)
Corn,1998,Domestic Consumption,GT,Guatemala,297000,(MT)
Corn,1998,Domestic Consumption,GU,Guinea,787000,(MT)
Corn,1998,Domestic Consumption,GY,Guyana,10000,(MT)
Corn,1998,Domestic Consumption,HA,Haiti,1560000,(MT)
Corn,1998,Domestic Consumption,HO,Honduras,16463000,(MT)
Corn,1998,Domestic Consumption,HR,Croatia,20000,(MT)
Corn,1998,Domestic Consumption,HU,Hungary,800000,(MT)
Corn,1998,Domestic Consumption,IN,India,1212000,(MT)
Corn,1998,Domestic Consumption,IR,Iran,5055000,(MT)
Corn,1998,Domestic Consumption,IS,Israel,568000,(MT)
Corn,1998,Domestic Consumption,IV,Cote d'Ivoire,5900000,(MT)
Corn,1998,Domestic Consumption,IZ,Iraq,3388000,(MT)
Corn,1998,Domestic Consumption,JA,Japan,675000,(MT)
Corn,1998,Domestic Consumption,JM,Jamaica,605000,(MT)
Corn,1998,Domestic Consumption,JM,Jamaica & Dep,3000,(MT)
Corn,1998,Domestic Consumption,JM,Jamaica and Dep,15000,(MT)
Corn,1998,Domestic Consumption,JO,Jordan,1375000,(MT)
Corn,1998,Domestic Consumption,KE,Kenya,2000,(MT)
Corn,1998,Domestic Consumption,KG,Kyrgyzstan,266000,(MT)
Corn,1998,Domestic Consumption,KG,"Kyrgyzstan, Republic of",18000,(MT)
Corn,1998,Domestic Consumption,KN,"Korea, Democratic Peoples Rep",3833000,(MT)
Corn,1998,Domestic Consumption,KN,"Korea, North",3000,(MT)
Corn,1998,Domestic Consumption,KS,"Korea, Republic of",3833000,(MT)
Corn,1998,Domestic Consumption,KS,"Korea, South",4578000,(MT)
Corn,1998,Domestic Consumption,KU,Kuwait,2000,(MT)
Corn,1998,Domestic Consumption,KZ,Kazakhstan,116000,(MT)
Corn,1998,Domestic Consumption,LA,Laos,1000,(MT)
Corn,1998,Domestic Consumption,LE,Lebanon,350000,(MT)
Corn,1998,Domestic Consumption,LG,Latvia,3000,(MT)
Corn,1998,Domestic Consumption,LH,Lithuania,5000,(MT)
Corn,1998,Domestic Consumption,LO,Slovakia,194000,(MT)
Corn,1998,Domestic Consumption,LT,Lesotho,4431000,(MT)
Corn,1998,Domestic Consumption,MD,Moldova,1043000,(MT)
Corn,1998,Domestic Consumption,MD,"Moldova, Republic of",2000,(MT)
Corn,1998,Domestic Consumption,MI,Malawi,2905000,(MT)
Corn,1998,Domestic Consumption,MK,Macedonia,4000,(MT)
Corn,1998,Domestic Consumption,MK,"Macedonia, Republic of",172000,(MT)
Corn,1998,Domestic Consumption,MK,North Macedonia,933000,(MT)
Corn,1998,Domestic Consumption,ML,Mali,4285000,(MT)
Corn,1998,Domestic Consumption,MO,Morocco,149000,(MT)
Corn,1998,Domestic Consumption,MR,Mauritania,34000,(MT)
Corn,1998,Domestic Consumption,MT,Malta,186000,(MT)
Corn,1998,Domestic Consumption,MX,Mexico,74000,(MT)
Corn,1998,Domestic Consumption,MY,Malaysia,1655000,(MT)
Corn,1998,Domestic Consumption,MZ,Mozambique,150000,(MT)
Corn,1998,Domestic Consumption,NI,Nigeria,2000,(MT)
Corn,1998,Domestic Consumption,NO,Norway,343000,(MT)
Corn,1998,Domestic Consumption,NP,Nepal,150000,(MT)
Corn,1998,Domestic Consumption,NU,Nicaragua,61000,(MT)
Corn,1998,Domestic Consumption,NZ,New Zealand,433000,(MT)
Corn,1998,Domestic Consumption,PA,Paraguay,790000,(MT)
Corn,1998,Domestic Consumption,PE,Peru,212000,(MT)
Corn,1998,Domestic Consumption,PK,Pakistan,3881000,(MT)
Corn,1998,Domestic Consumption,PL,Poland,45000,(MT)
Corn,1998,Domestic Consumption,PN,Panama,8403000,(MT)
Corn,1998,Domestic Consumption,PU,Guinea-Bissau,107000,(MT)
Corn,1998,Domestic Consumption,RH,Zimbabwe,15042000,(MT)
Corn,1998,Domestic Consumption,RO,Romania,218000,(MT)
Corn,1998,Domestic Consumption,RP,Philippines,24000,(MT)
Corn,1998,Domestic Consumption,RS,Russia,301000,(MT)
Corn,1998,Domestic Consumption,RS,Russian Federation,248000,(MT)
Corn,1998,Domestic Consumption,RW,Rwanda,10000,(MT)
Corn,1998,Domestic Consumption,SA,Saudi Arabia,103000,(MT)
Corn,1998,Domestic Consumption,SF,South Africa,27000,(MT)
Corn,1998,Domestic Consumption,SF,"South Africa, Republic of",20000,(MT)
Corn,1998,Domestic Consumption,SG,Senegal,412000,(MT)
Corn,1998,Domestic Consumption,SI,Slovenia,45000,(MT)
Corn,1998,Domestic Consumption,SL,Sierra Leone,48000,(MT)
Corn,1998,Domestic Consumption,SN,Singapore,1111000,(MT)
Corn,1998,Domestic Consumption,SO,Somalia,20000,(MT)
Corn,1998,Domestic Consumption,SY,Syria,36000,(MT)
Corn,1998,Domestic Consumption,SZ,Switzerland,845000,(MT)
Corn,1998,Domestic Consumption,TD,Trinidad and Tobago,232000,(MT)
Corn,1998,Domestic Consumption,TH,Thailand,3032000,(MT)
Corn,1998,Domestic Consumption,TI,Tajikistan,21000,(MT)
Corn,1998,Domestic Consumption,TI,"Tajikistan, Republic of",253000,(MT)
Corn,1998,Domestic Consumption,TO,Togo,232000,(MT)
Corn,1998,Domestic Consumption,TS,Tunisia,95000,(MT)
Corn,1998,Domestic Consumption,TU,Turkey,6500000,(MT)
Corn,1998,Domestic Consumption,TW,Taiwan,222000,(MT)
Corn,1998,Domestic Consumption,TX,Turkmenistan,7283000,(MT)
Corn,1998,Domestic Consumption,TZ,Tanzania,10000,(MT)
Corn,1998,Domestic Consumption,TZ,"Tanzania, United Republic of",19000,(MT)
Corn,1998,Domestic Consumption,UP,Ukraine,39000,(MT)
Corn,1998,Domestic Consumption,US,United States,130000,(MT)
Corn,1998,Domestic Consumption,UV,Burkina,2967000,(MT)
Corn,1998,Domestic Consumption,UV,Burkina Faso,1081000,(MT)
Corn,1998,Domestic Consumption,UY,Uruguay,174000,(MT)
Corn,1998,Domestic Consumption,UZ,Uzbekistan,1000,(MT)
Corn,1998,Domestic Consumption,VE,Venezuela,204000,(MT)
Corn,1998,Domestic Consumption,VM,Vietnam,1173000,(MT)
Corn,1998,Domestic Consumption,WZ,Eswatini,76500000,(MT)
Corn,1998,Domestic Consumption,WZ,Swaziland,17000,(MT)
Corn,1998,Domestic Consumption,YM,Yemen,1223000,(MT)
Corn,1998,Domestic Consumption,ZA,Zambia,575000,(MT)
Corn,1998,Exports,AF,Afghanistan,104000,(MT)
Corn,1998,Exports,AG,Algeria,3000,(MT)
Corn,1998,Exports,AJ,"Azerbaijan, Republic of",155000,(MT)
Corn,1998,Exports,AL,Albania,275000,(MT)
Corn,1998,Exports,AO,Angola,143000,(MT)
Corn,1998,Exports,AR,Argentina,126000,(MT)
Corn,1998,Exports,AS,Australia,141000,(MT)
Corn,1998,Exports,BC,Botswana,4000,(MT)
Corn,1998,Exports,BK,Bosnia and Herzegovina,640000,(MT)
Corn,1998,Exports,BL,Bolivia,1540000,(MT)
Corn,1998,Exports,BM,Burma,478000,(MT)
Corn,1998,Exports,BM,"Burma, Union of",1100000,(MT)
Corn,1998,Exports,BO,Belarus,3000,(MT)
Corn,1998,Exports,BR,Brazil,216000,(MT)
Corn,1998,Exports,BT,Bhutan,35000,(MT)
Corn,1998,Exports,BU,Bulgaria,1138000,(MT)
Corn,1998,Exports,BY,Burundi,115000,(MT)
Corn,1998,Exports,CA,Canada,369000,(MT)
Corn,1998,Exports,CB,Cambodia,6200000,(MT)
Corn,1998,Exports,CD,Chad,300000,(MT)
Corn,1998,Exports,CG,"Congo, Democratic Rep of the",550000,(MT)
Corn,1998,Exports,CH,China,27000,(MT)
Corn,1998,Exports,CH,"China, Peoples Republic of",869000,(MT)
Corn,1998,Exports,CI,Chile,545000,(MT)
Corn,1998,Exports,CM,Cameroon,135000,(MT)
Corn,1998,Exports,CO,Colombia,125000,(MT)
Corn,1998,Exports,CS,Costa Rica,3600000,(MT)
Corn,1998,Exports,CT,Central African Republic,4000,(MT)
Corn,1998,Exports,CU,Cuba,975000,(MT)
Corn,1998,Exports,CV,Cabo Verde,37850000,(MT)
Corn,1998,Exports,CV,Cape Verde,20000,(MT)
Corn,1998,Exports,CY,Cyprus,140000,(MT)
Corn,1998,Exports,DM,Benin,3291000,(MT)
Corn,1998,Exports,DR,Dominican Republic,10900000,(MT)
Corn,1998,Exports,E2,EU-15,25000,(MT)
Corn,1998,Exports,EC,Ecuador,1000,(MT)
Corn,1998,Exports,EG,Egypt,56000,(MT)
Corn,1998,Exports,ER,Eritrea,5000,(MT)
Corn,1998,Exports,ES,El Salvador,57000,(MT)
Corn,1998,Exports,EZ,Czech Republic,3556000,(MT)
Corn,1998,Exports,GG,"Georgia, Republic of",23500000,(MT)
Corn,1998,Exports,GH,Ghana,37628000,(MT)
Corn,1998,Exports,GU,Guinea,82000,(MT)
Corn,1998,Exports,GY,Guyana,346000,(MT)
Corn,1998,Exports,HA,Haiti,10863000,(MT)
Corn,1998,Exports,HK,Hong Kong,3000,(MT)
Corn,1998,Exports,HR,Croatia,19000,(MT)
Corn,1998,Exports,HU,Hungary,605000,(MT)
Corn,1998,Exports,ID,Indonesia,5000,(MT)
Corn,1998,Exports,IN,India,2150000,(MT)
Corn,1998,Exports,IR,Iran,910000,(MT)
Corn,1998,Exports,IS,Israel,402000,(MT)
Corn,1998,Exports,IV,Cote d'Ivoire,8776000,(MT)
Corn,1998,Exports,IZ,Iraq,3388000,(MT)
Corn,1998,Exports,JA,Japan,35000,(MT)
Corn,1998,Exports,JM,Jamaica,87000,(MT)
Corn,1998,Exports,JM,Jamaica & Dep,941000,(MT)
Corn,1998,Exports,JM,Jamaica and Dep,45000,(MT)
Corn,1998,Exports,JO,Jordan,47000,(MT)
Corn,1998,Exports,KE,Kenya,2000,(MT)
Corn,1998,Exports,KG,"Kyrgyzstan, Republic of",4000,(MT)
Corn,1998,Exports,KN,"Korea, Democratic Peoples Rep",660000,(MT)
Corn,1998,Exports,KN,"Korea, North",2783000,(MT)
Corn,1998,Exports,KS,"Korea, Republic of",2000,(MT)
Corn,1998,Exports,KS,"Korea, South",1578000,(MT)
Corn,1998,Exports,KU,Kuwait,1000,(MT)
Corn,1998,Exports,KZ,Kazakhstan,116000,(MT)
Corn,1998,Exports,KZ,"Kazakhstan, Republic of",7000,(MT)
Corn,1998,Exports,LE,Lebanon,3940000,(MT)
Corn,1998,Exports,LG,Latvia,50000,(MT)
Corn,1998,Exports,LT,Lesotho,179000,(MT)
Corn,1998,Exports,LY,Libya,235000,(MT)
Corn,1998,Exports,MA,Madagascar,2905000,(MT)
Corn,1998,Exports,MD,Moldova,3443000,(MT)
Corn,1998,Exports,MD,"Moldova, Republic of",3000,(MT)
Corn,1998,Exports,MI,Malawi,250000,(MT)
Corn,1998,Exports,MK,Macedonia,90000,(MT)
Corn,1998,Exports,MK,"Macedonia, Republic of",105000,(MT)
Corn,1998,Exports,MK,North Macedonia,956000,(MT)
Corn,1998,Exports,ML,Mali,5037000,(MT)
Corn,1998,Exports,MO,Morocco,150000,(MT)
Corn,1998,Exports,MR,Mauritania,28000,(MT)
Corn,1998,Exports,MT,Malta,7000000,(MT)
Corn,1998,Exports,MZ,Mozambique,150000,(MT)
Corn,1998,Exports,NI,Nigeria,64000,(MT)
Corn,1998,Exports,NO,Norway,204000,(MT)
Corn,1998,Exports,NU,Nicaragua,899000,(MT)
Corn,1998,Exports,NZ,New Zealand,299000,(MT)
Corn,1998,Exports,PA,Paraguay,1477000,(MT)
Corn,1998,Exports,PE,Peru,930000,(MT)
Corn,1998,Exports,PK,Pakistan,4800000,(MT)
Corn,1998,Exports,PL,Poland,50000,(MT)
Corn,1998,Exports,PN,Panama,8403000,(MT)
Corn,1998,Exports,PU,Guinea-Bissau,969000,(MT)
Corn,1998,Exports,RH,Zimbabwe,64000,(MT)
Corn,1998,Exports,RP,Philippines,15000,(MT)
Corn,1998,Exports,RS,Russia,42000,(MT)
Corn,1998,Exports,RS,Russian Federation,1078000,(MT)
Corn,1998,Exports,RW,Rwanda,1076000,(MT)
Corn,1998,Exports,SA,Saudi Arabia,97000,(MT)
Corn,1998,Exports,SF,"South Africa, Republic of",58000,(MT)
Corn,1998,Exports,SG,Senegal,77000,(MT)
Corn,1998,Exports,SI,Slovenia,13000,(MT)
Corn,1998,Exports,SL,Sierra Leone,1035000,(MT)
Corn,1998,Exports,SN,Singapore,1111000,(MT)
Corn,1998,Exports,SO,Somalia,63000,(MT)
Corn,1998,Exports,SY,Syria,1355000,(MT)
Corn,1998,Exports,SZ,Switzerland,180000,(MT)
Corn,1998,Exports,TD,Trinidad and Tobago,475000,(MT)
Corn,1998,Exports,TH,Thailand,80000,(MT)
Corn,1998,Exports,TI,"Tajikistan, Republic of",5000,(MT)
Corn,1998,Exports,TS,Tunisia,1380000,(MT)
Corn,1998,Exports,TU,Turkey,283000,(MT)
Corn,1998,Exports,TW,Taiwan,222000,(MT)
Corn,1998,Exports,TZ,Tanzania,33000,(MT)
Corn,1998,Exports,TZ,"Tanzania, United Republic of",325000,(MT)
Corn,1998,Exports,UG,Uganda,1000,(MT)
